,SSP119_first10_lon,SSP119_last10_lon,SSP245_first10_lon,SSP245_last10_lon,SSP585_first10_lon,SSP585_last10_lon
68,16.073599016510798,16.521153940461375,16.030182614815544,17.63535516130787,16.03484032584771,19.180545193135174
69,13.639491200113525,14.16940126333651,13.578968447332102,15.40126441319319,13.609150875647572,16.9669634117717
70,17.17965292586598,17.629160593989468,17.126115724096735,18.82681101626156,17.130581658582628,20.263791498957403
71,14.960900790499466,15.467488164681754,14.853644797524225,16.59676971693841,14.875703151896118,18.087667942700136
72,14.805934192354982,15.527554578624688,14.734928920223695,16.624181308113577,14.749834623088475,18.113224683641704
73,13.707227812148744,14.458185207002543,13.656044658137944,15.523564596627637,13.719721369217154,17.013000389905983
74,17.13110386499085,17.876092603220627,17.06041329944736,18.955402743216723,17.19102677299969,20.45116658417453
75,17.67300947431221,18.47951135672912,17.637469241517806,19.756924912456952,17.80322900466973,21.08246937642167
76,11.341266472810332,12.292161517383988,11.246353567972164,13.590328341650434,11.535936187699406,14.779702669591018
77,2.447956854224003,3.5964171258948454,2.3186736062722275,5.298905020656946,2.7856068078199314,6.630592518687081
78,12.65355446417118,13.596746646460872,12.667890891636944,14.995765044801317,12.969808103326955,16.300174962439087
79,5.105457535718358,6.120159709191682,5.076410261596266,7.694855586108645,5.454291351782672,9.026074333896247
80,10.172977383788407,11.005994379550657,10.17006349140513,12.413904401747288,10.4474395360117,13.748714347991267
81,14.79037488574943,15.487700434751844,14.851421718502422,16.80678130123158,15.023935377844111,18.10237552606759
82,14.777303552593025,15.372361571327133,14.797884654339839,16.57417350297868,14.93560190521248,19.13140668227129
83,13.30699805225612,13.898977202254002,13.270381191764443,15.162771099916085,13.456832337338994,16.528351211289817
84,12.359123570524616,12.931045967291539,12.335548347502822,14.184180979370296,12.48801843273526,15.544113064977239
85,10.01800533622162,10.582281086819648,9.996279581105057,11.88429372280416,10.129818416844842,13.286103857173146
86,15.45204330540298,15.881772449585071,15.373125237404508,17.018234674448365,15.530127874030256,18.381696520964283
87,13.885095066317206,14.367331457701596,13.836766084345413,15.573977888212198,13.894887704745486,16.934245937038384
88,14.809967288770679,15.265799323419685,14.755413408799484,16.488032885878,14.817947067142654,17.833057905943235
89,8.68947105487058,9.212132226141875,8.642276957501622,10.460050194304188,8.773488447355305,11.765101622063753
90,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0
