,Unnamed: 0,SSP119_first10_lat,SSP119_last10_lat,SSP245_first10_lat,SSP245_last10_lat,SSP585_first10_lat,SSP585_last10_lat
38,38,26.92408941511343,27.36091668803141,26.923946447682734,28.62379402179147,26.87541275904488,30.236883811052337
39,39,27.21269172584016,27.624193937098653,27.198171263166728,28.83281244689056,27.187933257768066,30.37957574879232
40,40,27.41528332637455,27.841527025003643,27.420030508993136,29.09272047424633,27.404515278453005,30.622587658494297
41,41,27.525063543282272,27.959617013576636,27.53171671756473,29.19202430936724,27.49609785675136,30.70098095995894
42,42,27.900184627724627,28.32765096774864,27.89815780653879,29.546229096239188,27.85301779419143,31.01283984104782
43,43,27.83184699556085,28.249988160441603,27.85641881407844,29.46250082264322,27.81235750482864,30.88430631220291
44,44,28.056396340202756,28.48580400764655,28.079620466263293,29.69811036943605,28.005657844933356,31.10843602054501
45,45,27.815470138602848,28.277128101946403,27.87250918091047,29.591514049457885,27.77403963501752,31.120565711333427
46,46,28.039609425055914,28.484231040587417,28.076088312475463,29.78742894485464,27.97658495457614,31.288049540151235
47,47,27.67841449483535,28.142293848495115,27.693567519355557,29.395072023305488,27.62646084022765,30.8561427817574
48,48,27.884354871654523,28.372090804328195,27.89559892530036,29.596642911829576,27.8497197929388,31.070651165311403
49,49,28.183554518335256,28.72075575052878,28.16925794654253,29.925792241802185,28.166385429502213,31.47615264076649
50,50,28.34620710087512,28.848858179308763,28.310841477441613,30.014435658125706,28.34347985683752,31.570301038903665
51,51,28.37796544301682,28.87993988185769,28.31833038107004,29.999531796795736,28.348467664347368,31.637832144496315
52,52,28.7287864724384,29.3020552633609,28.67299372319303,30.51237587406092,28.655396700543747,32.35900157170681
53,53,28.87435884375361,29.45637850085484,28.81472445725564,30.595139257897586,28.82734054225233,32.352640758016435
54,54,28.525955502757483,29.117582605568487,28.466548989484806,30.214459870068367,28.49471176255525,31.94740452974668
55,55,28.352761164775814,28.990819824774743,28.284518806351517,30.06481217212001,28.29525454284311,31.86432899934209
56,56,27.236040332874552,27.95701553443655,27.16968078043641,28.994415781526985,27.17805095112476,30.85379240589407
57,57,26.02915399277469,26.790539814461734,25.980886402173496,27.78878652954484,25.93717738694841,29.762712054884616
58,58,24.532718387967748,25.336547999630117,24.53744850513067,26.36491882012541,24.466421953820543,28.331755010695478
59,59,21.46963340875135,22.32354424035645,21.53193826287469,23.38259767682541,21.418450737269325,25.389833442031037
60,60,18.827578491878228,19.70072508962892,18.916142741133,20.87459942854264,18.75714354195884,22.9762015423471
61,61,16.440966141543242,17.339714406254018,16.545171961832978,18.38117803510596,16.381262013094727,20.365062050006657
62,62,13.850402612270614,14.806665574784232,13.96628906563842,15.819096572350643,13.770217854111138,17.777436727893246
63,63,13.657628665850666,14.589398624632224,13.741896722902652,15.4916532431601,13.498432435523966,17.330044201402757
64,64,13.053117368113476,13.959083281034395,13.081632433146126,14.772637943978452,12.839420814001528,16.487455493237803
65,65,12.08632000486864,13.024600991845602,12.155228067459973,13.853805237146672,11.841708374551049,15.585843185973944
66,66,10.273363404021609,11.325625817412115,10.409814322701038,12.032452228943953,10.04701065593008,13.692433563662178
67,67,9.337508322070676,10.391909155645465,9.494797601121718,11.062622149362651,9.135200481930552,12.706199059029814
68,68,6.676540316113574,7.829430974770787,6.8402567170765,8.46746078199402,6.564236270666584,10.132374337728436
69,69,5.152243430171154,6.233870831369984,5.299127662818648,6.906788860607037,5.062933975773717,8.505878204988107
70,70,4.066814209667825,5.188556400686082,4.226900265296933,5.844196299893383,4.050627952522461,7.354360763404202
71,71,2.9556427020873457,4.117728783175551,3.079494724424478,4.810345851641841,3.012264314268976,6.249532223934352
72,72,1.5988137950201349,2.8427272139488764,1.7342413174880562,3.5458959204734697,1.7375850977142022,5.062534017156736
73,73,-0.0684703419490233,1.187366025686856,0.0591307571654056,2.049124750449778,0.1307466368399445,3.6346179255216953
74,74,-0.9679082079048272,0.3455372976429203,-0.849937642116231,1.1784423815420837,-0.7102175632757621,2.8625400606575795
75,75,-3.0529098803918373,-1.7576812846835423,-3.012577571393365,-0.8845362020129528,-2.78020799101688,0.7933923485481955
76,76,-4.713118989804286,-3.3614766929311486,-4.696853208716959,-2.468064035203554,-4.404287718021408,-0.6581067835899148
77,77,-6.404459933830196,-4.995483129188244,-6.470018177724967,-4.064173028360017,-6.053995437368656,-2.1445196731881424
78,78,-7.791854313649253,-6.273140573350645,-7.926273363025814,-5.331951436913244,-7.414735269324694,-3.327427919038485
79,79,-9.252683839967403,-7.729366710836359,-9.430179293584048,-6.720534200519808,-8.886206757035382,-11.853969690506515
80,80,-10.065358725543549,-8.469408015766874,-10.335510446130913,-7.34324228133238,-9.728795615708066,-5.058205350177786
81,81,-12.322834891715331,-10.701786119713802,-12.679793534470091,-9.653975065402449,-12.097572476515325,-7.046737244776352
82,82,-12.750049245237278,-11.129108087086536,-13.255526274297608,-10.088963541384032,-12.491513329545512,-7.48009018667301
83,83,-12.83665179823646,-11.175889980703404,-13.43954777344976,-10.09308877625324,-12.535248240338092,-7.58346951231573
84,84,-13.597454857315428,-12.087720576912034,-14.322662807748031,-10.983690059823402,-13.440599686964276,-8.562750469475475
85,85,-13.127730673054998,-11.539054239612312,-14.070023745991191,-10.386416978861805,-12.90815598681172,-8.028385186620255
86,86,-14.261560194773722,-12.947679742602247,-14.99547327477228,-11.523224984116156,-14.144759813303722,-8.791737400297961
87,87,-14.356157262341014,-13.047782652739896,-15.3106812665161,-11.524383635227425,-14.243688690254032,-8.73580375896313
